cluster,grid_id,low_afternoon,medium_afternoon,high_afternoon,high,low,medium,p,segregation_afternoon,h,x
2,15824,0.22771944234599514,0.3421184701138085,0.43016208754019625,0.2,0.3,0.4,"[0.2, 0.3, 0.4]",0.14814814814814817,segregation_afternoon,0.14814814814814817
2,15825,0.26404361265963655,0.33934540084572273,0.3966109864946407,0.3,0.3,0.4,"[0.3, 0.3, 0.4]",0.0666666666666667,segregation_afternoon,0.0666666666666667
1,15826,0.3884936471940388,0.3863910861974535,0.22511526660850775,0.4,0.4,0.2,"[0.4, 0.4, 0.2]",0.13333333333333333,segregation_afternoon,0.13333333333333333
2,15827,0.4218477784285923,0.3455523177117118,0.23259990385969598,0.4,0.3,0.2,"[0.4, 0.3, 0.2]",0.14814814814814817,segregation_afternoon,0.14814814814814817
1,15828,0.5176301494268852,0.3301360062378725,0.1522338443352424,0.5,0.3,0.2,"[0.5, 0.3, 0.2]",0.19999999999999998,segregation_afternoon,0.19999999999999998
1,15829,0.42871979809712407,0.28139675637432504,0.28988344552855083,0.4,0.3,0.3,"[0.4, 0.3, 0.3]",0.0666666666666667,segregation_afternoon,0.0666666666666667
1,15830,0.4488779010783023,0.319094986408676,0.23202711251302166,0.4,0.3,0.2,"[0.4, 0.3, 0.2]",0.14814814814814817,segregation_afternoon,0.14814814814814817
1,15831,0.5017416996629129,0.29783708221075655,0.20042121812633046,0.5,0.3,0.2,"[0.5, 0.3, 0.2]",0.19999999999999998,segregation_afternoon,0.19999999999999998
0,15981,0.536793319541873,0.21833540470880008,0.24487127574932685,0.5,0.2,0.2,"[0.5, 0.2, 0.2]",0.22222222222222224,segregation_afternoon,0.22222222222222224
1,15988,0.5369310214538834,0.3330038999297053,0.13006507861641134,0.5,0.3,0.1,"[0.5, 0.3, 0.1]",0.29629629629629634,segregation_afternoon,0.29629629629629634
1,15989,0.36328887265355636,0.3902935687869698,0.24641755855947384,0.4,0.4,0.2,"[0.4, 0.4, 0.2]",0.13333333333333333,segregation_afternoon,0.13333333333333333
1,15990,0.4270260993497464,0.39696856035450734,0.17600534029574633,0.4,0.4,0.2,"[0.4, 0.4, 0.2]",0.13333333333333333,segregation_afternoon,0.13333333333333333
1,15991,0.42766983396065983,0.45526544875728464,0.11706471728205563,0.4,0.5,0.1,"[0.4, 0.5, 0.1]",0.26666666666666666,segregation_afternoon,0.26666666666666666
1,15993,0.26301025547037193,0.45131192659192015,0.28567781793770797,0.3,0.5,0.3,"[0.3, 0.5, 0.3]",0.12121212121212122,segregation_afternoon,0.12121212121212122
2,15994,0.22434309809948483,0.40950488436722227,0.36615201753329296,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
2,15995,0.21982279620288145,0.3178286803767432,0.4623485234203753,0.2,0.3,0.5,"[0.2, 0.3, 0.5]",0.19999999999999998,segregation_afternoon,0.19999999999999998
1,15996,0.3270533360338993,0.4038734924816265,0.2690731714844742,0.3,0.4,0.3,"[0.3, 0.4, 0.3]",0.0666666666666667,segregation_afternoon,0.0666666666666667
1,15997,0.3178393814651791,0.343163417883688,0.3389972006511329,0.3,0.3,0.3,"[0.3, 0.3, 0.3]",0.0,segregation_afternoon,0.0
1,15998,0.5325178782511077,0.3283690879867756,0.13911303376211676,0.5,0.3,0.1,"[0.5, 0.3, 0.1]",0.29629629629629634,segregation_afternoon,0.29629629629629634
1,15999,0.4174297698134606,0.29831193328604266,0.2842582969004968,0.4,0.3,0.3,"[0.4, 0.3, 0.3]",0.0666666666666667,segregation_afternoon,0.0666666666666667
1,16000,0.5161391423302127,0.34726623597880124,0.1365946216909861,0.5,0.3,0.1,"[0.5, 0.3, 0.1]",0.29629629629629634,segregation_afternoon,0.29629629629629634
1,16001,0.49284096653938575,0.29105920591890927,0.21609982754170504,0.5,0.3,0.2,"[0.5, 0.3, 0.2]",0.19999999999999998,segregation_afternoon,0.19999999999999998
1,16002,0.5968526514506333,0.2601100178020508,0.14303733074731595,0.6,0.3,0.1,"[0.6, 0.3, 0.1]",0.3333333333333333,segregation_afternoon,0.3333333333333333
1,16157,0.4224841503104002,0.27081293541247525,0.3067029142771246,0.4,0.3,0.3,"[0.4, 0.3, 0.3]",0.0666666666666667,segregation_afternoon,0.0666666666666667
0,16158,0.5842753562286932,0.23956432188700275,0.1761603218843042,0.6,0.2,0.2,"[0.6, 0.2, 0.2]",0.26666666666666666,segregation_afternoon,0.26666666666666666
1,16159,0.5589805151086492,0.23558838645013186,0.2054310984412189,0.6,0.2,0.2,"[0.6, 0.2, 0.2]",0.26666666666666666,segregation_afternoon,0.26666666666666666
1,16160,0.5047290882256598,0.3307052028536609,0.16456570892067932,0.5,0.3,0.2,"[0.5, 0.3, 0.2]",0.19999999999999998,segregation_afternoon,0.19999999999999998
1,16164,0.3234267720898917,0.4544636568581112,0.2221095710519972,0.3,0.5,0.2,"[0.3, 0.5, 0.2]",0.19999999999999998,segregation_afternoon,0.19999999999999998
1,16165,0.3038063707395032,0.4130692089666403,0.28312442029385637,0.3,0.4,0.3,"[0.3, 0.4, 0.3]",0.0666666666666667,segregation_afternoon,0.0666666666666667
1,16166,0.32069806806917256,0.3738618067508579,0.3054401251799696,0.3,0.4,0.3,"[0.3, 0.4, 0.3]",0.0666666666666667,segregation_afternoon,0.0666666666666667
1,16167,0.5379004983810212,0.3688161368709506,0.09328336474802829,0.5,0.4,0.1,"[0.5, 0.4, 0.1]",0.26666666666666666,segregation_afternoon,0.26666666666666666
